record_id,week_no,date,work_centre,shift,planned_hrs,actual_hrs,utilization_pct,downtime_hrs,downtime_reason,delay_hrs,throughput_deviation_pct,overload_probability,operator_count,wc_status,scenario
WCU-07-5-WC-04-Af,7,2026-02-20,WC-04,Afternoon,8,7.91,95.51,0.09,None,1.07,55,0.35,1,Active,DEMAND_SPIKE
WCU-07-5-WC-04-Ni,7,2026-02-20,WC-04,Night,8,6.73,105.53,1.27,None,3.92,24,0.45,1,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-07-Mo,7,2026-02-20,WC-07,Morning,8,7.91,127.63,0.09,Planned Maintenance,2.0,31,0.89,4,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-07-Af,7,2026-02-20,WC-07,Afternoon,8,7.69,111.29,0.31,None,3.64,52,0.7,3,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-07-Ni,7,2026-02-20,WC-07,Night,8,7.25,109.53,0.75,Planned Maintenance,2.56,36,0.67,1,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-09-Mo,7,2026-02-20,WC-09,Morning,8,6.77,113.74,1.23,Planned Maintenance,2.09,46,0.73,3,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-09-Af,7,2026-02-20,WC-09,Afternoon,8,7.66,118.61,0.34,Planned Maintenance,4.26,51,0.68,4,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-09-Ni,7,2026-02-20,WC-09,Night,8,6.74,123.64,1.26,None,3.44,30,0.95,2,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-12-Mo,7,2026-02-20,WC-12,Morning,8,6.6,115.94,1.4,None,2.51,51,0.74,1,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-12-Af,7,2026-02-20,WC-12,Afternoon,8,6.51,92.64,1.49,None,4.1,48,0.18,4,Active,DEMAND_SPIKE
WCU-07-5-WC-12-Ni,7,2026-02-20,WC-12,Night,8,7.37,97.46,0.63,None,3.98,41,0.42,4,Active,DEMAND_SPIKE
WCU-07-5-WC-15-Mo,7,2026-02-20,WC-15,Morning,8,7.9,108.39,0.1,Material Wait,3.89,34,0.63,2,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-15-Af,7,2026-02-20,WC-15,Afternoon,8,7.35,90.26,0.65,Material Wait,1.05,31,0.21,1,Active,DEMAND_SPIKE
WCU-07-5-WC-15-Ni,7,2026-02-20,WC-15,Night,8,6.57,117.4,1.43,None,1.86,35,0.78,3,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-ASSM-03-Mo,7,2026-02-20,WC-ASSM-03,Morning,8,7.99,127.9,0.01,None,2.88,53,0.96,4,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-ASSM-03-Af,7,2026-02-20,WC-ASSM-03,Afternoon,8,7.95,126.53,0.05,None,4.07,28,0.99,3,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-ASSM-03-Ni,7,2026-02-20,WC-ASSM-03,Night,8,6.74,114.08,1.26,None,4.95,32,0.73,1,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-01-Mo,8,2026-02-23,WC-01,Morning,8,6.67,129.09,1.33,None,4.85,43,0.93,2,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-01-Af,8,2026-02-23,WC-01,Afternoon,8,7.08,128.5,0.92,None,4.34,23,0.91,4,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-01-Ni,8,2026-02-23,WC-01,Night,8,7.58,98.0,0.42,Planned Maintenance,4.39,53,0.34,1,Active,DEMAND_SPIKE
WCU-08-1-WC-04-Mo,8,2026-02-23,WC-04,Morning,8,7.77,124.15,0.23,None,2.46,19,0.81,3,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-04-Af,8,2026-02-23,WC-04,Afternoon,8,7.12,114.28,0.88,Planned Maintenance,1.5,29,0.61,3,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-04-Ni,8,2026-02-23,WC-04,Night,8,7.76,99.71,0.24,None,4.56,41,0.42,1,Active,DEMAND_SPIKE
WCU-08-1-WC-07-Mo,8,2026-02-23,WC-07,Morning,8,7.59,110.16,0.41,Setup,2.61,31,0.67,3,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-07-Af,8,2026-02-23,WC-07,Afternoon,8,7.74,129.88,0.26,Setup,4.75,53,0.95,4,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-07-Ni,8,2026-02-23,WC-07,Night,8,6.96,101.23,1.04,Setup,2.43,32,0.35,3,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-09-Mo,8,2026-02-23,WC-09,Morning,8,7.49,119.55,0.51,None,1.65,43,0.87,1,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-09-Af,8,2026-02-23,WC-09,Afternoon,8,7.42,108.95,0.58,None,1.1,20,0.6,1,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-09-Ni,8,2026-02-23,WC-09,Night,8,6.72,123.76,1.28,None,2.27,48,0.82,4,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-12-Mo,8,2026-02-23,WC-12,Morning,8,7.6,116.0,0.4,None,1.77,17,0.76,1,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-12-Af,8,2026-02-23,WC-12,Afternoon,8,6.55,102.79,1.45,None,3.1,22,0.41,1,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-12-Ni,8,2026-02-23,WC-12,Night,8,6.74,126.94,1.26,None,4.95,36,0.94,3,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-15-Mo,8,2026-02-23,WC-15,Morning,8,6.96,126.9,1.04,Planned Maintenance,3.53,37,0.93,4,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-15-Af,8,2026-02-23,WC-15,Afternoon,8,7.58,126.66,0.42,Material Wait,1.57,23,0.99,3,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-15-Ni,8,2026-02-23,WC-15,Night,8,7.34,119.55,0.66,None,1.15,26,0.73,3,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-ASSM-03-Mo,8,2026-02-23,WC-ASSM-03,Morning,8,6.91,128.8,1.09,Material Wait,1.17,40,0.99,3,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-ASSM-03-Af,8,2026-02-23,WC-ASSM-03,Afternoon,8,7.75,114.11,0.25,None,2.76,43,0.61,4,Overloaded,DEMAND_SPIKE
WCU-08-1-WC-ASSM-03-Ni,8,2026-02-23,WC-ASSM-03,Night,8,7.42,92.42,0.58,None,3.86,26,0.33,4,Active,DEMAND_SPIKE
WCU-08-2-WC-01-Mo,8,2026-02-24,WC-01,Morning,8,7.25,103.76,0.75,Material Wait,3.25,45,0.44,3,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-01-Af,8,2026-02-24,WC-01,Afternoon,8,7.31,119.06,0.69,Material Wait,1.57,35,0.74,1,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-01-Ni,8,2026-02-24,WC-01,Night,8,6.79,102.45,1.21,Setup,3.33,45,0.39,4,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-04-Mo,8,2026-02-24,WC-04,Morning,8,7.59,118.71,0.41,Material Wait,3.9,24,0.7,3,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-04-Af,8,2026-02-24,WC-04,Afternoon,8,6.52,121.56,1.48,None,2.42,37,0.84,2,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-04-Ni,8,2026-02-24,WC-04,Night,8,7.86,112.65,0.14,Material Wait,2.0,55,0.62,3,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-07-Mo,8,2026-02-24,WC-07,Morning,8,7.05,129.03,0.95,Setup,2.08,40,0.99,1,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-07-Af,8,2026-02-24,WC-07,Afternoon,8,6.73,129.71,1.27,None,1.51,33,0.99,4,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-07-Ni,8,2026-02-24,WC-07,Night,8,7.14,123.41,0.86,Material Wait,2.59,51,0.83,1,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-09-Mo,8,2026-02-24,WC-09,Morning,8,7.82,101.05,0.18,None,4.13,19,0.4,1,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-09-Af,8,2026-02-24,WC-09,Afternoon,8,7.97,106.07,0.03,None,4.87,29,0.54,2,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-09-Ni,8,2026-02-24,WC-09,Night,8,7.65,117.14,0.35,None,3.69,17,0.82,3,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-12-Mo,8,2026-02-24,WC-12,Morning,8,7.45,103.97,0.55,None,3.26,32,0.51,4,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-12-Af,8,2026-02-24,WC-12,Afternoon,8,7.0,95.22,1.0,Material Wait,3.5,41,0.3,4,Active,DEMAND_SPIKE
WCU-08-2-WC-12-Ni,8,2026-02-24,WC-12,Night,8,7.66,98.73,0.34,Setup,3.83,17,0.32,4,Active,DEMAND_SPIKE
WCU-08-2-WC-15-Mo,8,2026-02-24,WC-15,Morning,8,7.0,107.16,1.0,None,4.96,31,0.58,1,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-15-Af,8,2026-02-24,WC-15,Afternoon,8,7.42,122.63,0.58,None,1.17,49,0.75,3,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-15-Ni,8,2026-02-24,WC-15,Night,8,7.14,92.29,0.86,Planned Maintenance,4.34,18,0.26,2,Active,DEMAND_SPIKE
WCU-08-2-WC-ASSM-03-Mo,8,2026-02-24,WC-ASSM-03,Morning,8,7.42,124.55,0.58,Planned Maintenance,3.42,41,0.83,4,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-ASSM-03-Af,8,2026-02-24,WC-ASSM-03,Afternoon,8,6.7,120.68,1.3,Planned Maintenance,2.29,16,0.8,4,Overloaded,DEMAND_SPIKE
WCU-08-2-WC-ASSM-03-Ni,8,2026-02-24,WC-ASSM-03,Night,8,6.71,99.31,1.29,None,2.37,19,0.46,3,Active,DEMAND_SPIKE
WCU-08-3-WC-01-Mo,8,2026-02-25,WC-01,Morning,8,7.63,92.97,0.37,None,2.52,46,0.26,2,Active,DEMAND_SPIKE
WCU-08-3-WC-01-Af,8,2026-02-25,WC-01,Afternoon,8,6.77,122.65,1.23,Setup,2.26,45,0.85,4,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-01-Ni,8,2026-02-25,WC-01,Night,8,6.84,101.2,1.16,Setup,2.57,40,0.45,4,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-04-Mo,8,2026-02-25,WC-04,Morning,8,7.08,121.96,0.92,None,1.98,40,0.8,1,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-04-Af,8,2026-02-25,WC-04,Afternoon,8,7.74,110.53,0.26,None,1.13,27,0.68,3,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-04-Ni,8,2026-02-25,WC-04,Night,8,6.54,128.87,1.46,None,4.4,50,0.92,4,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-07-Mo,8,2026-02-25,WC-07,Morning,8,6.69,124.56,1.31,None,4.6,48,0.9,1,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-07-Af,8,2026-02-25,WC-07,Afternoon,8,7.48,116.23,0.52,Planned Maintenance,4.83,42,0.82,4,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-07-Ni,8,2026-02-25,WC-07,Night,8,7.03,124.73,0.97,Planned Maintenance,1.46,34,0.84,1,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-09-Mo,8,2026-02-25,WC-09,Morning,8,7.46,119.57,0.54,None,3.95,41,0.85,4,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-09-Af,8,2026-02-25,WC-09,Afternoon,8,6.78,124.43,1.22,None,3.82,31,0.87,2,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-09-Ni,8,2026-02-25,WC-09,Night,8,7.13,110.6,0.87,Setup,4.56,18,0.58,1,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-12-Mo,8,2026-02-25,WC-12,Morning,8,7.77,126.74,0.23,None,3.3,27,0.89,1,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-12-Af,8,2026-02-25,WC-12,Afternoon,8,6.73,112.68,1.27,Planned Maintenance,3.84,48,0.56,4,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-12-Ni,8,2026-02-25,WC-12,Night,8,6.62,102.96,1.38,Setup,4.37,26,0.52,2,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-15-Mo,8,2026-02-25,WC-15,Morning,8,6.55,118.41,1.45,Planned Maintenance,4.16,43,0.8,2,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-15-Af,8,2026-02-25,WC-15,Afternoon,8,7.18,114.09,0.82,None,3.64,53,0.71,1,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-15-Ni,8,2026-02-25,WC-15,Night,8,7.23,127.41,0.77,Setup,2.02,37,0.95,4,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-ASSM-03-Mo,8,2026-02-25,WC-ASSM-03,Morning,8,7.85,118.08,0.15,None,1.83,41,0.8,2,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-ASSM-03-Af,8,2026-02-25,WC-ASSM-03,Afternoon,8,7.57,126.92,0.43,Material Wait,2.91,37,0.88,1,Overloaded,DEMAND_SPIKE
WCU-08-3-WC-ASSM-03-Ni,8,2026-02-25,WC-ASSM-03,Night,8,7.26,92.18,0.74,None,2.62,39,0.19,2,Active,DEMAND_SPIKE
WCU-08-4-WC-01-Mo,8,2026-02-26,WC-01,Morning,8,7.84,110.89,0.16,Material Wait,3.91,50,0.7,2,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-01-Af,8,2026-02-26,WC-01,Afternoon,8,7.89,106.82,0.11,None,4.84,28,0.59,4,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-01-Ni,8,2026-02-26,WC-01,Night,8,7.34,118.8,0.66,None,4.67,37,0.7,1,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-04-Mo,8,2026-02-26,WC-04,Morning,8,7.72,94.89,0.28,Planned Maintenance,1.77,29,0.37,4,Active,DEMAND_SPIKE
WCU-08-4-WC-04-Af,8,2026-02-26,WC-04,Afternoon,8,6.98,129.23,1.02,None,1.69,51,0.99,4,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-04-Ni,8,2026-02-26,WC-04,Night,8,7.51,120.38,0.49,Material Wait,4.91,38,0.8,2,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-07-Mo,8,2026-02-26,WC-07,Morning,8,7.61,92.17,0.39,None,2.87,31,0.17,2,Active,DEMAND_SPIKE
WCU-08-4-WC-07-Af,8,2026-02-26,WC-07,Afternoon,8,7.46,104.93,0.54,None,2.75,28,0.56,1,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-07-Ni,8,2026-02-26,WC-07,Night,8,6.95,101.07,1.05,None,4.45,22,0.51,1,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-09-Mo,8,2026-02-26,WC-09,Morning,8,7.25,125.84,0.75,None,1.9,21,0.84,4,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-09-Af,8,2026-02-26,WC-09,Afternoon,8,7.26,113.34,0.74,None,3.47,48,0.69,4,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-09-Ni,8,2026-02-26,WC-09,Night,8,7.96,96.05,0.04,Setup,1.19,29,0.23,1,Active,DEMAND_SPIKE
WCU-08-4-WC-12-Mo,8,2026-02-26,WC-12,Morning,8,6.86,122.17,1.14,Setup,4.35,21,0.9,2,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-12-Af,8,2026-02-26,WC-12,Afternoon,8,6.61,109.67,1.39,Setup,1.69,50,0.69,4,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-12-Ni,8,2026-02-26,WC-12,Night,8,7.62,105.5,0.38,None,2.82,47,0.45,4,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-15-Mo,8,2026-02-26,WC-15,Morning,8,7.5,121.81,0.5,None,2.33,38,0.84,3,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-15-Af,8,2026-02-26,WC-15,Afternoon,8,6.93,120.08,1.07,None,3.34,38,0.9,4,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-15-Ni,8,2026-02-26,WC-15,Night,8,7.4,104.26,0.6,None,2.26,51,0.55,2,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-ASSM-03-Mo,8,2026-02-26,WC-ASSM-03,Morning,8,7.52,129.86,0.48,Planned Maintenance,1.65,52,0.92,2,Overloaded,DEMAND_SPIKE
WCU-08-4-WC-ASSM-03-Af,8,2026-02-26,WC-ASSM-03,Afternoon,8,7.9,99.41,0.1,None,4.95,51,0.42,1,Active,DEMAND_SPIKE
WCU-08-4-WC-ASSM-03-Ni,8,2026-02-26,WC-ASSM-03,Night,8,6.95,125.53,1.05,Planned Maintenance,3.17,38,0.92,4,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-01-Mo,8,2026-02-27,WC-01,Morning,8,7.34,90.01,0.66,None,3.38,50,0.15,2,Active,DEMAND_SPIKE
WCU-08-5-WC-01-Af,8,2026-02-27,WC-01,Afternoon,8,6.81,119.16,1.19,Planned Maintenance,1.55,42,0.79,1,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-01-Ni,8,2026-02-27,WC-01,Night,8,6.79,122.06,1.21,Material Wait,3.99,49,0.9,2,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-04-Mo,8,2026-02-27,WC-04,Morning,8,6.91,97.31,1.09,Planned Maintenance,1.36,27,0.28,1,Active,DEMAND_SPIKE
WCU-08-5-WC-04-Af,8,2026-02-27,WC-04,Afternoon,8,7.96,103.01,0.04,Planned Maintenance,1.45,23,0.41,1,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-04-Ni,8,2026-02-27,WC-04,Night,8,6.87,126.85,1.13,Setup,3.69,30,0.99,1,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-07-Mo,8,2026-02-27,WC-07,Morning,8,7.09,122.08,0.91,None,1.73,37,0.82,1,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-07-Af,8,2026-02-27,WC-07,Afternoon,8,7.26,129.77,0.74,Planned Maintenance,3.07,28,0.99,1,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-07-Ni,8,2026-02-27,WC-07,Night,8,6.95,100.36,1.05,Setup,1.41,20,0.41,2,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-09-Mo,8,2026-02-27,WC-09,Morning,8,6.88,95.4,1.12,None,3.08,43,0.31,1,Active,DEMAND_SPIKE
WCU-08-5-WC-09-Af,8,2026-02-27,WC-09,Afternoon,8,7.03,116.47,0.97,Setup,2.8,43,0.75,2,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-09-Ni,8,2026-02-27,WC-09,Night,8,6.62,126.74,1.38,Material Wait,2.52,50,0.84,1,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-12-Mo,8,2026-02-27,WC-12,Morning,8,7.38,99.25,0.62,Planned Maintenance,1.5,25,0.32,4,Active,DEMAND_SPIKE
WCU-08-5-WC-12-Af,8,2026-02-27,WC-12,Afternoon,8,7.1,118.79,0.9,Setup,1.79,32,0.79,1,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-12-Ni,8,2026-02-27,WC-12,Night,8,7.86,122.19,0.14,Setup,1.28,23,0.81,3,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-15-Mo,8,2026-02-27,WC-15,Morning,8,7.01,129.58,0.99,None,2.21,48,0.99,3,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-15-Af,8,2026-02-27,WC-15,Afternoon,8,6.62,94.94,1.38,Setup,1.68,39,0.21,3,Active,DEMAND_SPIKE
WCU-08-5-WC-15-Ni,8,2026-02-27,WC-15,Night,8,6.5,112.47,1.5,None,4.16,40,0.58,1,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-ASSM-03-Mo,8,2026-02-27,WC-ASSM-03,Morning,8,6.99,128.47,1.01,Material Wait,2.0,29,0.99,3,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-ASSM-03-Af,8,2026-02-27,WC-ASSM-03,Afternoon,8,6.65,102.79,1.35,Planned Maintenance,4.9,54,0.52,1,Overloaded,DEMAND_SPIKE
WCU-08-5-WC-ASSM-03-Ni,8,2026-02-27,WC-ASSM-03,Night,8,7.6,93.11,0.4,None,4.23,49,0.3,1,Active,DEMAND_SPIKE
WCU-09-1-WC-01-Mo,9,2026-03-02,WC-01,Morning,8,7.81,71.56,0.19,Planned Maintenance,0.29,17,0,1,Active,NORMAL
WCU-09-1-WC-01-Af,9,2026-03-02,WC-01,Afternoon,8,7.59,77.36,0.41,None,1.3,-5,0,3,Active,NORMAL
WCU-09-1-WC-01-Ni,9,2026-03-02,WC-01,Night,8,7.9,80.16,0.1,Planned Maintenance,1.09,3,0,3,Active,NORMAL
WCU-09-1-WC-04-Mo,9,2026-03-02,WC-04,Morning,8,7.34,76.82,0.66,None,1.36,-3,0,4,Active,NORMAL
WCU-09-1-WC-04-Af,9,2026-03-02,WC-04,Afternoon,8,7.04,55.6,0.96,Planned Maintenance,0.28,13,0,1,Active,NORMAL
WCU-09-1-WC-04-Ni,9,2026-03-02,WC-04,Night,8,7.94,89.07,0.06,None,1.56,10,0.21,3,Active,NORMAL
WCU-09-1-WC-07-Mo,9,2026-03-02,WC-07,Morning,8,7.3,73.07,0.7,Planned Maintenance,1.61,4,0,4,Active,NORMAL
WCU-09-1-WC-07-Af,9,2026-03-02,WC-07,Afternoon,8,7.31,83.63,0.69,None,1.21,15,0.07,1,Active,NORMAL
WCU-09-1-WC-07-Ni,9,2026-03-02,WC-07,Night,8,7.67,88.66,0.33,Material Wait,0.01,0,0.14,2,Active,NORMAL
WCU-09-1-WC-09-Mo,9,2026-03-02,WC-09,Morning,8,7.63,73.66,0.37,Material Wait,1.79,13,0,4,Active,NORMAL
WCU-09-1-WC-09-Af,9,2026-03-02,WC-09,Afternoon,8,7.17,65.24,0.83,None,1.92,9,0,4,Active,NORMAL
WCU-09-1-WC-09-Ni,9,2026-03-02,WC-09,Night,8,7.05,81.24,0.95,Planned Maintenance,1.46,15,0.11,4,Active,NORMAL
WCU-09-1-WC-12-Mo,9,2026-03-02,WC-12,Morning,8,7.6,60.29,0.4,None,1.87,13,0,1,Active,NORMAL
WCU-09-1-WC-12-Af,9,2026-03-02,WC-12,Afternoon,8,7.45,94.48,0.55,None,0.32,17,0.25,3,Active,NORMAL
WCU-09-1-WC-12-Ni,9,2026-03-02,WC-12,Night,8,7.88,75.99,0.12,None,0.08,12,0,1,Active,NORMAL
WCU-09-1-WC-15-Mo,9,2026-03-02,WC-15,Morning,8,7.88,66.85,0.12,None,1.02,2,0,4,Active,NORMAL
WCU-09-1-WC-15-Af,9,2026-03-02,WC-15,Afternoon,8,8.0,75.63,0.0,None,0.76,7,0,1,Active,NORMAL
WCU-09-1-WC-15-Ni,9,2026-03-02,WC-15,Night,8,7.25,80.0,0.75,Setup,1.11,10,0.08,4,Active,NORMAL
WCU-09-1-WC-ASSM-03-Mo,9,2026-03-02,WC-ASSM-03,Morning,8,7.23,58.79,0.77,Planned Maintenance,0.39,-3,0,4,Active,NORMAL
WCU-09-1-WC-ASSM-03-Af,9,2026-03-02,WC-ASSM-03,Afternoon,8,7.81,58.43,0.19,None,0.13,19,0,2,Active,NORMAL
WCU-09-1-WC-ASSM-03-Ni,9,2026-03-02,WC-ASSM-03,Night,8,7.82,78.74,0.18,Material Wait,1.86,14,0,3,Active,NORMAL
WCU-09-2-WC-01-Mo,9,2026-03-03,WC-01,Morning,8,7.56,90.49,0.44,Setup,1.33,-4,0.15,1,Active,NORMAL
WCU-09-2-WC-01-Af,9,2026-03-03,WC-01,Afternoon,8,7.15,88.7,0.85,None,0.19,5,0.22,4,Active,NORMAL
WCU-09-2-WC-01-Ni,9,2026-03-03,WC-01,Night,8,7.7,80.36,0.3,Planned Maintenance,1.99,5,0,2,Active,NORMAL
WCU-09-2-WC-04-Mo,9,2026-03-03,WC-04,Morning,8,7.65,62.39,0.35,Material Wait,0.77,8,0,4,Active,NORMAL
WCU-09-2-WC-04-Af,9,2026-03-03,WC-04,Afternoon,8,7.76,59.11,0.24,None,1.66,1,0,1,Active,NORMAL
WCU-09-2-WC-04-Ni,9,2026-03-03,WC-04,Night,8,7.85,70.22,0.15,None,1.58,18,0,4,Active,NORMAL
WCU-09-2-WC-07-Mo,9,2026-03-03,WC-07,Morning,8,7.23,62.01,0.77,None,1.24,12,0,2,Active,NORMAL
WCU-09-2-WC-07-Af,9,2026-03-03,WC-07,Afternoon,8,7.46,75.26,0.54,Material Wait,1.09,10,0,4,Active,NORMAL
WCU-09-2-WC-07-Ni,9,2026-03-03,WC-07,Night,8,7.69,60.23,0.31,Setup,0.07,19,0,1,Active,NORMAL
WCU-09-2-WC-09-Mo,9,2026-03-03,WC-09,Morning,8,7.35,75.97,0.65,Setup,0.71,-5,0,1,Active,NORMAL
WCU-09-2-WC-09-Af,9,2026-03-03,WC-09,Afternoon,8,7.02,77.53,0.98,Material Wait,1.75,17,0,3,Active,NORMAL
WCU-09-2-WC-09-Ni,9,2026-03-03,WC-09,Night,8,7.1,94.59,0.9,Planned Maintenance,0.7,-2,0.27,4,Active,NORMAL
WCU-09-2-WC-12-Mo,9,2026-03-03,WC-12,Morning,8,7.27,62.72,0.73,Setup,1.06,-5,0,3,Active,NORMAL
WCU-09-2-WC-12-Af,9,2026-03-03,WC-12,Afternoon,8,7.41,94.59,0.59,Setup,1.17,6,0.37,1,Active,NORMAL
WCU-09-2-WC-12-Ni,9,2026-03-03,WC-12,Night,8,7.95,55.58,0.05,None,0.55,2,0,1,Active,NORMAL
WCU-09-2-WC-15-Mo,9,2026-03-03,WC-15,Morning,8,7.02,85.63,0.98,None,1.9,8,0.04,1,Active,NORMAL
WCU-09-2-WC-15-Af,9,2026-03-03,WC-15,Afternoon,8,7.82,82.1,0.18,None,0.09,16,0.14,3,Active,NORMAL
WCU-09-2-WC-15-Ni,9,2026-03-03,WC-15,Night,8,7.67,84.29,0.33,Material Wait,0.16,0,0.09,4,Active,NORMAL
WCU-09-2-WC-ASSM-03-Mo,9,2026-03-03,WC-ASSM-03,Morning,8,7.67,80.34,0.33,None,1.6,13,0,3,Active,NORMAL
WCU-09-2-WC-ASSM-03-Af,9,2026-03-03,WC-ASSM-03,Afternoon,8,7.14,59.71,0.86,Planned Maintenance,0.5,5,0,3,Active,NORMAL
WCU-09-2-WC-ASSM-03-Ni,9,2026-03-03,WC-ASSM-03,Night,8,7.74,65.91,0.26,None,1.83,0,0,1,Active,NORMAL
WCU-09-3-WC-01-Mo,9,2026-03-04,WC-01,Morning,8,7.07,91.9,0.93,None,1.76,8,0.33,1,Active,NORMAL
WCU-09-3-WC-01-Af,9,2026-03-04,WC-01,Afternoon,8,7.03,79.98,0.97,Planned Maintenance,0.73,12,0.06,4,Active,NORMAL
WCU-09-3-WC-01-Ni,9,2026-03-04,WC-01,Night,8,7.12,55.11,0.88,None,0.82,0,0,1,Active,NORMAL
WCU-09-3-WC-04-Mo,9,2026-03-04,WC-04,Morning,8,7.3,87.87,0.7,Setup,0.46,17,0.07,2,Active,NORMAL
WCU-09-3-WC-04-Af,9,2026-03-04,WC-04,Afternoon,8,7.45,60.65,0.55,Planned Maintenance,1.9,11,0,2,Active,NORMAL
WCU-09-3-WC-04-Ni,9,2026-03-04,WC-04,Night,8,7.52,81.45,0.48,None,1.52,5,0,1,Active,NORMAL
WCU-09-3-WC-07-Mo,9,2026-03-04,WC-07,Morning,8,7.11,68.85,0.89,None,0.66,9,0,3,Active,NORMAL
